104754	0.0536204	0.0146044	1.42878	0.0131598244712912
104755	0.291492	0.0688736	1.48518	0.0139185630227215
104793	0.0650352	0.261303	1.38733	0.0150293673676200
104794	0.181516	0.162974	1.42457	0.0139425468342934
104795	0.411528	0.22263	1.50359	0.0153673724525472
104796	0.51105	0.136152	1.58506	0.0164700298531058
104797	0.599021	0.0582686	1.68614	0.0184537895969283
104832	0.0692204	0.511592	1.39414	0.0176227799841989
104833	0.18786	0.41269	1.40694	0.0166631200051692
104834	0.302907	0.315572	1.44373	0.0154808231071414
104835	0.519396	0.379145	1.54342	0.0176571006394117
104836	0.615226	0.295875	1.62188	0.0186845045391235
104837	0.699935	0.22088	1.7192	0.0196519001700419
104838	0.771436	0.156006	1.833	0.0160973731311631
104839	0.827968	0.102852	1.96048	0.0136236622016385
104840	0.86814	0.0627255	2.0985	0.0123394187462865
104841	0.890962	0.036615	2.24365	0.0119148003097577
104871	0.0748981	0.751998	1.44912	0.0133943775957525
104872	0.189784	0.65739	1.43804	0.0159406496069496
104873	0.304023	0.562156	1.45036	0.0185204726859373
104874	0.414803	0.46864	1.48578	0.0177692870609563
104875	0.612438	0.534565	1.6037	0.0151476276964512
104876	0.702218	0.456553	1.6772	0.0154303642100406
104877	0.781578	0.386293	1.76838	0.0164631649901754
104878	0.848564	0.325516	1.87499	0.0163218366498473
104879	0.901527	0.275718	1.99442	0.0140929044489313
104880	0.939162	0.238125	2.12372	0.0127206519788277
104881	0.960544	0.213663	2.25971	0.0122669406496969
104910	0.0904194	0.969741	1.54739	0.0105747031646457
104911	0.196006	0.883876	1.51535	0.0122071448662191
104912	0.303638	0.795242	1.50497	0.0144283392184036
104913	0.410664	0.706021	1.51651	0.0165650889873104
104914	0.514449	0.61841	1.54969	0.0156405097446716
104915	0.688364	0.685064	1.68293	0.0112856716432141
104916	0.769883	0.61423	1.74967	0.0114610809272894
104917	0.84194	0.550435	1.83246	0.0122019673201965
104918	0.902762	0.495251	1.92926	0.0135606064355609
104919	0.950852	0.450035	2.0377	0.0145891807660760
104920	0.985024	0.415901	2.15511	0.0136080034420691
104921	1.00444	0.39369	2.27858	0.0130144290562822
104948	0.0375485	1.22101	1.74569	0.0094813640273930
104949	0.122728	1.15372	1.67986	0.0092256779907089
104950	0.214381	1.08019	1.63181	0.0102112771498542
104951	0.310252	1.00223	1.60271	0.0112408649237933
104952	0.40798	0.921753	1.59329	0.0130376513992094
104953	0.505157	0.840742	1.60377	0.0125144995447733
104954	0.599392	0.761193	1.6339	0.0116532480436159
104955	0.745305	0.826935	1.77918	0.0087297541308011
104956	0.816555	0.765024	1.8375	0.0088445834074014
104957	0.879535	0.709265	1.90986	0.0093178130520482
104958	0.932696	0.661032	1.99448	0.0103044582025853
104959	0.974727	0.621512	2.08926	0.0118289853462637
104960	1.00459	0.591678	2.19187	0.0122696698902702
104961	1.02156	0.572265	2.29979	0.0107256863133860
104985	0.00444311	1.42544	2.08399	0.0108847742856159
104986	0.0516962	1.39099	1.98969	0.0096683720693581
104987	0.109513	1.34727	1.90568	0.0092061935657436
104988	0.176471	1.29537	1.83403	0.0087763864512072
104989	0.250921	1.23656	1.77649	0.0091999024426450
104990	0.331029	1.17229	1.73449	0.0096911080736224
104991	0.414823	1.10415	1.70906	0.0108736452593973
104992	0.50024	1.03381	1.70082	0.0106341677644031
104993	0.585176	0.963003	1.70998	0.0095409176497092
104994	0.667541	0.893474	1.73632	0.0089209584232149
104995	0.781858	0.956685	1.89005	0.0069130729259120
104996	0.841085	0.905221	1.93854	0.0070565581112679
104997	0.893437	0.858871	1.99869	0.0073765724968679
104998	0.937627	0.818777	2.06902	0.0080661325128937
104999	0.972566	0.785926	2.14781	0.0087374154211488
105000	0.997394	0.761127	2.23311	0.0078659361809423
105001	1.0115	0.744989	2.32282	0.0070826077344000
105023	0.117428	1.48577	2.31796	0.0072380535369821
105024	0.136483	1.47444	2.22843	0.0079228239431043
105025	0.166014	1.4542	2.14343	0.0089020239619691
105026	0.205293	1.42555	2.06505	0.0094275722639847
105027	0.253354	1.38921	1.99522	0.0092780038643617
105028	0.309013	1.34607	1.93565	0.0091073210647924
105029	0.370899	1.29719	1.88782	0.0093291483942945
105030	0.437489	1.24376	1.85291	0.0099014598486415
105031	0.507143	1.18712	1.83177	0.0094606410204005
105032	0.578146	1.12865	1.82492	0.0082998523705201
105033	0.64875	1.06979	1.83254	0.0075133780122261
105034	0.717216	1.012	1.85443	0.0071531270219053
105035	0.797123	1.07112	2.01284	0.0057298544957078
105036	0.842868	1.03137	2.05029	0.0057477763984047
